"key","subtype","WorkOrderCompletionDateTime","description","WorkOrderMainWorkCenter","System","WorkOrderIsOnshoreDeliveryHold","assetNames","OverallMaterialStatus","WorkOrderStatusDescription","Deadline","WorkOrderScheduledStartDateTime","PlannerGroup","WorkOrderReschedulingCounter","WorkOrderIsCancelled","Location","WorkOrderUserStatusDescription","name","WorkOrderPriorityType","ScheduledStart","source","startTime","externalId","WorkOrderDiscipline","OrderType","WorkOrderPlannerGroup","assetExternalIds","isClosed","RequiresHotWork","Overall Mat status","TotalActualWork","WorkOrderReturnMaterialStatus","WorkOrderLocation","LongText","Description","WorkOrderSystemStatus","WorkOrderDurationHours","WorkOrderUserStatus","StaticRevisionCode","WorkOrderPriority","WorkOrderStatus","Revision","Work","endTime","WorkOrderMaterialStatus","RevisionID","WorkOrderActualDurationHours","WorkOrderType","WorkOrderFunctionalLocation","WorkOrder_ItemNames","WorkPackage","Order","WorkOrderDescription","WorkOrderSystemStatusDescription","WorkOrderNumber","Cost","type","WorkOrder_AssetNames","WorkOrderDueDateTime","WorkOrderIsSafetyCritical","CoreResource","ScheduledFinish","WorkOrderScheduledEndDateTime","WorkOrderTitle","healthWarning"
"WO_17109407","","Thu, 30 Mar 2023 11:23:46 GMT","Initial PSV safety check","TECH","019","0","[""23-EPV-92551B""]","NMAT","Ready for execution","Fri, 07 Apr 2023 11:23:46 GMT","Mon, 27 Mar 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-EPV-92551B","2","Mon, 27 Mar 2023 11:23:46 GMT","SAP","1679916226478","WO_17109407","TECH","PM01","CAMPAIGNS","[""23-EPV-92551B""]","false","No","NMAT","26","NMAT","23-EPV-92551B","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial PSV safety check","REL","26","RDEX","41NOEV","2","RDEX","41NOEV","26","1680175426478","NMAT","-29","26","PM01","23-EPV-92551B","23-EPV-92551B","LOR-SHUTDOWN-22","17109407","Initial PSV safety check","REL","17109407","91","WorkOrder","[""23-EPV-92551B""]","Fri, 07 Apr 2023 11:23:46 GMT","NO","TECH","Thu, 30 Mar 2023 11:23:46 GMT","Thu, 30 Mar 2023 11:23:46 GMT","Initial PSV safety check",""
"WO_17158366","","Wed, 19 Apr 2023 11:23:46 GMT","Required:  ESDV inspection","INST","018","0","[""23-TT-96148""]","NMAT","Ready for execution","Sat, 29 Apr 2023 11:23:46 GMT","Mon, 17 Apr 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-TT-96148","2","Mon, 17 Apr 2023 11:23:46 GMT","SAP","1681730626443","WO_17158366","INST","CM02","CAMPAIGNS","[""23-TT-96148""]","false","Yes","NMAT","34","NMAT","23-TT-96148","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Required:  ESDV inspection","REL","34","RDEX","41NOEV","2","RDEX","41NOEV","34","1681903426443","NMAT","-23","34","CM02","23-TT-96148","23-TT-96148","LOR-SHUTDOWN-21","17158366","Required:  ESDV inspection","REL","17158366","47","WorkOrder","[""23-TT-96148""]","Sat, 29 Apr 2023 11:23:46 GMT","NO","INST","Wed, 19 Apr 2023 11:23:46 GMT","Wed, 19 Apr 2023 11:23:46 GMT","Required:  ESDV inspection",""
"WO_17420053","","Sat, 01 Apr 2023 11:23:46 GMT","Leaking Fire extinguisher failure","INST","010","0","[""23-PT-92521""]","CMAT","Ready for execution","Wed, 05 Apr 2023 11:23:46 GMT","Wed, 29 Mar 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-PT-92521","3","Wed, 29 Mar 2023 11:23:46 GMT","SAP","1680089026470","WO_17420053","INST","CM01","BASE OPERATIONS","[""23-PT-92521""]","false","No","CMAT","20","CMAT","23-PT-92521","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking Fire extinguisher failure","REL","20","RDEX","41NOEV","3","RDEX","41NOEV","20","1680348226470","CMAT","-27","20","CM01","23-PT-92521","23-PT-92521","LOR-PACKAGE-01","17420053","Leaking Fire extinguisher failure","REL","17420053","88","WorkOrder","[""23-PT-92521""]","Wed, 05 Apr 2023 11:23:46 GMT","NO","INST","Sat, 01 Apr 2023 11:23:46 GMT","Sat, 01 Apr 2023 11:23:46 GMT","Leaking Fire extinguisher failure","[""Work order is missing data""]"
"WO_17612029","","Tue, 21 Mar 2023 11:23:46 GMT","Required:  PSV check","ELEC","017","0","[""PSV96190""]","CMAT","Ready for execution","Tue, 21 Mar 2023 11:23:46 GMT","Sun, 19 Mar 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","PSV96190","2","Sun, 19 Mar 2023 11:23:46 GMT","SAP","1679225026359","WO_17612029","ELEC","CM01","CAMPAIGNS","[""LOR_NORWAY_SYSTEM_021_PSV96190"",""LOR_NORWAY_SYSTEM_021_21PT1019"",""LOR_NORWAY_SYSTEM_021_TT96183"",""LOR_NORWAY_SYSTEM_021_TT 96181-03"",""LOR_NORWAY_SYSTEM_021_TT 96181-02"",""LOR_NORWAY_SYSTEM_021_TT 96181-01"",""LOR_NORWAY_SYSTEM_021_TSHH97197"",""LOR_NORWAY_SYSTEM_021_PSV96192"",""LOR_NORWAY_SYSTEM_021_PSV96191"",""LOR_NORWAY_SYSTEM_021_PSV96189"",""LOR_NORWAY_SYSTEM_021_PI96177"",""LOR_NORWAY_SYSTEM_021_PCV96176"",""LOR_NORWAY_SYSTEM_021_LT96182-03"",""LOR_NORWAY_SYSTEM_021_LT96182-02"",""LOR_NORWAY_SYSTEM_021_LT96182-01"",""LOR_NORWAY_SYSTEM_021_FO96188"",""LOR_NORWAY_SYSTEM_021_FO96187"",""LOR_NORWAY_SYSTEM_021_FO96176-02"",""LOR_NORWAY_SYSTEM_021_FO96176-01"",""LOR_NORWAY_SYSTEM_021_7STIB5223440D"",""LOR_NORWAY_SYSTEM_021_21PT1017"",""LOR_NORWAY_SYSTEM_021_21PI1032"",""LOR_NORWAY_SYSTEM_021_21PI1017"",""LOR_NORWAY_SYSTEM_021_212-VD-9365-H06"",""LOR_NORWAY_SYSTEM_021_212-VD-9365-H05"",""LOR_NORWAY_SYSTEM_021_212-VD-9365-H04"",""LOR_NORWAY_SYSTEM_021_212-VD-9365-H03"",""LOR_NORWAY_SYSTEM_021_212-VD-9365-H02""]","false","No","CMAT","18","CMAT","PSV96190","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Required:  PSV check","REL","18","RDEX","41NOEV","2","RDEX","41NOEV","18","1679397826359","CMAT","-15","18","CM01","PSV96190","PSV96190","LOR-SHUTDOWN-21","17612029","Required:  PSV check","REL","17612029","28","WorkOrder","[""PSV96190""]","Tue, 21 Mar 2023 11:23:46 GMT","NO","ELEC","Tue, 21 Mar 2023 11:23:46 GMT","Tue, 21 Mar 2023 11:23:46 GMT","Required:  PSV check",""
"WO_17699499","","Mon, 10 Apr 2023 11:23:46 GMT","Initial ESDV survey","INST","019","0","[""23-TE-96113-04""]","CMAT","Ready for execution","Fri, 21 Apr 2023 11:23:46 GMT","Thu, 06 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-TE-96113-04","2","Thu, 06 Apr 2023 11:23:46 GMT","SAP","1680780226330","WO_17699499","INST","PM01","CONSTRUCTION","[""23-TE-96113-04""]","false","No","CMAT","44","CMAT","23-TE-96113-04","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial ESDV survey","REL","44","RDEX","41NOEV","2","RDEX","41NOEV","44","1681125826330","CMAT","-11","44","PM01","23-TE-96113-04","23-TE-96113-04","LOR-PACKAGE-01","17699499","Initial ESDV survey","REL","17699499","60","WorkOrder","[""23-TE-96113-04""]","Fri, 21 Apr 2023 11:23:46 GMT","NO","INST","Mon, 10 Apr 2023 11:23:46 GMT","Mon, 10 Apr 2023 11:23:46 GMT","Initial ESDV survey",""
"WO_17840812","","Wed, 24 May 2023 11:23:46 GMT","Required:  ESDV turn off","SUPV","018","0","[""45-V-90353""]","CMAT","Ready for execution","Thu, 08 Jun 2023 11:23:46 GMT","Sun, 21 May 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","45-V-90353","4","Sun, 21 May 2023 11:23:46 GMT","SAP","1684668226482","WO_17840812","SUPV","CM02","CAMPAIGNS","[""45-V-90353""]","false","No","CMAT","27","CMAT","45-V-90353","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Required:  ESDV turn off","REL","27","RDEX","41NOEV","4","RDEX","41NOEV","27","1684927426482","CMAT","-29","27","CM02","45-V-90353","45-V-90353","LOR-SHUTDOWN-22","17840812","Required:  ESDV turn off","REL","17840812","19","WorkOrder","[""45-V-90353""]","Thu, 08 Jun 2023 11:23:46 GMT","NO","SUPV","Wed, 24 May 2023 11:23:46 GMT","Wed, 24 May 2023 11:23:46 GMT","Required:  ESDV turn off",""
"WO_17971010","","Wed, 21 Jun 2023 11:23:46 GMT","Instrumentation Fire extinguisher test","SUPV","018","0","[""23-FO-92545""]","CMAT","Ready for execution","Mon, 19 Jun 2023 11:23:46 GMT","Sun, 18 Jun 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-FO-92545","2","Sun, 18 Jun 2023 11:23:46 GMT","SAP","1687087426488","WO_17971010","SUPV","PM01","BASE OPERATIONS","[""23-FO-92545""]","false","No","CMAT","25","CMAT","23-FO-92545","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Instrumentation Fire extinguisher test","REL","25","RDEX","41NOEV","2","RDEX","41NOEV","25","1687346626488","CMAT","-29","25","PM01","23-FO-92545","23-FO-92545","LOR-SHUTDOWN-22","17971010","Instrumentation Fire extinguisher test","REL","17971010","11","WorkOrder","[""23-FO-92545""]","Mon, 19 Jun 2023 11:23:46 GMT","NO","SUPV","Wed, 21 Jun 2023 11:23:46 GMT","Wed, 21 Jun 2023 11:23:46 GMT","Instrumentation Fire extinguisher test",""
"WO_19166364","","Fri, 21 Apr 2023 11:23:46 GMT","Initial PIPE shutdown","SUPV","020","0","[""23-GK-9107A-M01-14""]","WMATA","Ready for execution","Tue, 25 Apr 2023 11:23:46 GMT","Wed, 19 Apr 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-GK-9107A-M01-14","2","Wed, 19 Apr 2023 11:23:46 GMT","SAP","1681903426421","WO_19166364","SUPV","CM01","BASE OPERATIONS","[""23-GK-9107A-M01-14""]","false","Yes","WMATA","5","WMATA","23-GK-9107A-M01-14","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial PIPE shutdown","REL","5","RDEX","41NOEV","2","RDEX","41NOEV","5","1682076226421","WMATA","-21","5","CM01","23-GK-9107A-M01-14","23-GK-9107A-M01-14","LOR-SHUTDOWN-21","19166364","Initial PIPE shutdown","REL","19166364","76","WorkOrder","[""23-GK-9107A-M01-14""]","Tue, 25 Apr 2023 11:23:46 GMT","NO","SUPV","Fri, 21 Apr 2023 11:23:46 GMT","Fri, 21 Apr 2023 11:23:46 GMT","Initial PIPE shutdown",""
"WO_19175057","","Thu, 13 Apr 2023 11:23:46 GMT","Initial Fire extinguisher inspection","MECH","019","0","[""23-1ST STAGE COMP LUBE OIL SYS-PH""]","CMAT","Ready for execution","Sun, 30 Apr 2023 11:23:46 GMT","Mon, 10 Apr 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-1ST STAGE COMP LUBE OIL SYS-PH","4","Mon, 10 Apr 2023 11:23:46 GMT","SAP","1681125826471","WO_19175057","MECH","PM01","CAMPAIGNS","[""23-1ST_STAGE_COMP_LUBE_OIL_SYS-PH""]","false","Yes","CMAT","28","CMAT","23-1ST STAGE COMP LUBE OIL SYS-PH","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial Fire extinguisher inspection","REL","28","RDEX","41NOEV","4","RDEX","41NOEV","28","1681385026471","CMAT","-27","28","PM01","23-1ST STAGE COMP LUBE OIL SYS-PH","23-1ST STAGE COMP LUBE OIL SYS-PH","LOR-PACKAGE-02","19175057","Initial Fire extinguisher inspection","REL","19175057","19","WorkOrder","[""23-1ST STAGE COMP LUBE OIL SYS-PH""]","Sun, 30 Apr 2023 11:23:46 GMT","NO","MECH","Thu, 13 Apr 2023 11:23:46 GMT","Thu, 13 Apr 2023 11:23:46 GMT","Initial Fire extinguisher inspection",""
"WO_19487832","","Mon, 27 Mar 2023 11:23:46 GMT","General Fire extinguisher test","TECH","014","0","[""23-TI-96136-07""]","NMAT","Ready for execution","Sat, 15 Apr 2023 11:23:46 GMT","Thu, 23 Mar 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-TI-96136-07","4","Thu, 23 Mar 2023 11:23:46 GMT","SAP","1679570626327","WO_19487832","TECH","PM02","CONSTRUCTION","[""23-TI-96136-07""]","false","Yes","NMAT","42","NMAT","23-TI-96136-07","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General Fire extinguisher test","REL","42","RDEX","41NOEV","4","RDEX","41NOEV","42","1679916226327","NMAT","-11","42","PM02","23-TI-96136-07","23-TI-96136-07","LOR-PACKAGE-02","19487832","General Fire extinguisher test","REL","19487832","75","WorkOrder","[""23-TI-96136-07""]","Sat, 15 Apr 2023 11:23:46 GMT","NO","TECH","Mon, 27 Mar 2023 11:23:46 GMT","Mon, 27 Mar 2023 11:23:46 GMT","General Fire extinguisher test",""
"WO_20917427","","Fri, 12 May 2023 11:23:46 GMT","Leaking PIPE safety check","SUPV","016","0","[""23-VG-9101""]","WMATA","Ready for execution","Sun, 28 May 2023 11:23:46 GMT","Tue, 09 May 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-VG-9101","3","Tue, 09 May 2023 11:23:46 GMT","SAP","1683631426445","WO_20917427","SUPV","PM02","CONSTRUCTION","[""23-VG-9101""]","false","Yes","WMATA","44","WMATA","23-VG-9101","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking PIPE safety check","REL","44","RDEX","41NOEV","3","RDEX","41NOEV","44","1683890626445","WMATA","-23","44","PM02","23-VG-9101","23-VG-9101","ONS-SHUTDOWN-01","20917427","Leaking PIPE safety check","REL","20917427","82","WorkOrder","[""23-VG-9101""]","Sun, 28 May 2023 11:23:46 GMT","NO","SUPV","Fri, 12 May 2023 11:23:46 GMT","Fri, 12 May 2023 11:23:46 GMT","Leaking PIPE safety check","[""Work order materials does not match historic records""]"
